id,hash_id,url,animals,consequences,climateaction,type,setting,source_file,premises,conclusions,notes,blip2_caption,split
40,7587c8b7f1b839c3f24783ac6202ea8243c6c4c9ed2c8e4e1fabb2e4eeaa4aec,https://pbs.twimg.com/media/FfPpFgEVQAAfQia.jpg,No animals,Human rights,Politics,Posters/Event invitations,Desert,climate_ct_new.json,"[""A woman is bending down to collect water from the ground with her hands."", ""There is some water on previously very dry land.""]","[""Human rights of being alive are in danger because of and drought.""]",,the human rights and climate change nexus,train
41,69ce24338e29893f85dcee8e7d2cc2257e2679d4ccae2d8dd3fbcbda57ddc745,https://pbs.twimg.com/media/FUqH1e4XEAEHNmO.jpg,No animals,Human rights,Protests,Posters/Event invitations,Residential/commercial,climate_ct_new.json,"[""Some people are protesting for climate justice."", ""There are links between ckimate change, migration and trafficking.""]","[""Climate change can lead to migration and human trafficking."", ""people think it’s an injustice that climate change affects some groups more than others.""]",,"the links between climate change, migration and trafficking",test
43,3b5b6feeac00611c9022d7f1e2ad45007e5cdc642aee79aadaba1b47b34680a5,https://pbs.twimg.com/media/FOyRT4nWYAY68HX.jpg,No animals,Drought,No climate action,Photo,Desert,climate_ct_new.json,"[""A woman is carrying a container through a dry field."", ""The dry field is cracked.""]","[""People in some areas have to carry water from other places because of drought."", ""People's lives might get harder due to drought.""]",,a woman is standing in a dry field,train
45,426623cb4b2ba9da4026987a668286a05c5813c1ec1ee1a5f5e8bf90f57d8bc8,https://pbs.twimg.com/media/E5VaYkCVIAAysI8.jpg,No animals,Rising temperature,Other,Collage,Residential/commercial,climate_ct_new.json,"[""The left picture shows a tree-filled street with a temperature of 33.7 degrees Celsius."", ""The right picture shows an adjacent block of the same street without any trees, with many buildings and a temperature of 48.7 degrees Celsius."", ""The trees on the right street were removed in the 1960s to make room for more vehicle lanes.""]","[""Removing trees can cause a huge increase in temperature."", ""Developing urban stuff like roads can cause damage to the environment and a temperature rise.""]",,a man is measuring the temperature of the road,train
48,5969160c90e88f69cae24ac49758647c0c731c674db0d70c688cafbbdc18d89b,https://pbs.twimg.com/media/FMo8ciRVUAQqqn8.jpg,No animals,Floods,Other,Photo,Residential/commercial,climate_ct_new.json,"[""Many trees are partially submerged in floodwater."", ""Five people are in a boat in the middle of brown water.""]","[""Floods can cause people to lose their habitats and lives."", ""Floods can lead people to migrate.""]",,two people in a boat in a flooded area,train
49,7f675471df128c5af10d66564607e5089487ee20945b34771c75632561b76e95,https://pbs.twimg.com/media/E5zazAEX0AMN4Nv.jpg,No animals,Floods,Other,Photo,Residential/commercial,climate_ct_new.json,"[""The road under the bridge is flooded with deep water."", ""Many cars are partially submerged in the floodwater under the bridge."", ""There is a truck on the bridge bent in the middle, and its front is facing backward.""]","[""People might lose their assets and lives because floods can cause many car accidents."", ""Flooding can harm areas both under and on the bridge.""]",,a car is parked under a bridge,train
51,8faca8cdd7c3b8cc79ecbda2fefe769d8ab9a85d54b557ad6be1a0243d5e5227,https://pbs.twimg.com/media/Dwyc00SWwAAwZdJ.jpg,No animals,Floods,No climate action,Photo,"Ocean, coastal",climate_ct_new.json,"[""There is a statue of someone who is in the water, with their hands raised, asking for help.""]","[""People might drown in floods and lose their lives.""]",,a statue of a hand reaching out of the water,train
52,5dec41c287bed57496f1b8aa8df63935751350a0f791324338770bd67464aeb2,https://pbs.twimg.com/media/EhjkCXuWAAYF5tO.jpg,No animals,Wildfires,Other,Photo,"Forest, jungle",climate_ct_new.json,"[""A firefighter is watching the fire.""]","[""Wildfires can spread rapidly because of favorable burning conditions. Even firefighters can't stop the flames.""]",,a firefighter stands in front of a burning car,train
54,4754e77809b05dbc1e22861dcbf78b8c07e50fe4b85afc8c270ad464a3b82bf7,https://pbs.twimg.com/media/FD52IglXMAY9jIy.jpg,No animals,Rising temperature,No climate action,Infographic,Desert,climate_ct_new.json,"[""During the 2021 heat wave, people were advised to take precautions such as protecting themselves from diseases like heatstroke, dehydration, kidney disease, and respiratory illness by drinking more water, staying out of the heat, staying hydrated, and keeping their homes cool.""]","[""Dehydration can harm the kidneys and cause respiratory diseases."", ""Climate change might be very serious and affect people’s health.""]",,climate change is real poster,train
55,a61be16c4c7d6263c02ef4f7690f83aaba0b41c5512ab09d0171259b4230ca15,https://pbs.twimg.com/media/EhkM_b3XcAEEzJn.jpg,No animals,Wildfires,No climate action,Photo,"Forest, jungle",climate_ct_new.json,"[""There is a jungle with an orange, blurry sky.""]","[""Many jungles are damaged by wildfires.""]",,a forest fire burns in the forest,train
58,84a567c5a83cee702652f90703d8c652263214ed655edc0ebe190106bfa72617,https://pbs.twimg.com/media/E40rBSyXMAQM970.jpg,No animals,Floods,No climate action,Photo,Residential/commercial,climate_ct_new.json,"[""There are many cars sunk in a river or a street filled with water."", ""There are many cars in different orientations and directions.""]","[""Floods can cause many car accidents."", ""People might lose their assets and lives because of floods.""]",,a car is parked in a flooded area,test
64,fcfab040d7abad49f827b76455eb3adcfd38ede3ab312502ef7b290fed898b84,https://pbs.twimg.com/media/FRksVa1XIAIwanw.jpg,No animals,Drought,Other,Photo,Desert,climate_ct_new.json,"[""There is a water tanker in an area with many dried trees."", ""People have many containers for collecting water.""]","[""People are struggling to find water and survive in dry areas because of drought."", ""People should obtain their water for daily use.""]",,people standing around a truck with water,train
65,7f720c59c374a54bf76d5be05378f68114b90bf557f5a788d9507907f5567751,https://pbs.twimg.com/media/FdWRDqlXgAMnnzV.jpg,No animals,Sea level rise,No climate action,Screenshot,"Ocean, coastal",climate_ct_new.json,"[""There is a post on USA TODAY with the title: THE CLIMATE FUTURE IS NOW."", ""A dome-shaped building is in the middle of a sea."", ""There is a tree with dry branches."", ""A subtitle reading “Humans navigate the effects of global warming on the East Coast” is visible.""]","[""People are in danger because of climate change now, not in the future."", ""Without immediate climate action, more homes and communities will be lost because of sea-level rise.""]",,the climate future is now,train
66,7f21f1fe7c3b1057f9633530f353f811a2e470c1f96a0423b72f94bf9efdb0dd,https://pbs.twimg.com/media/EcccmLMWkAUWuYF.jpg,No animals,Human rights,No climate action,Screenshot,"Arctic, Antarctic",climate_ct_new.json,"[""There is an screenshot of a post on VICE  with this title: People of Colour Experience Climate Grief More Deeply Than White People."", ""The article states that people of colour are disproportionately affected by the climate crisis and carry pain from racial terror."", ""An image attached to the post shows an upset person sitting alone on a piece of ice in water."", ""The post was published on 14th of May 2020."", ""The content of the post written by Nylah Burton is: We are not only disproportionately affected by the climate crisis, but we carry a pain that comes from a long history of racial terror.""]","[""Climate change can make the existing struggles of people with a history of racism worse."", ""Human background should also be considered in climate action.""]",,a white man with an iceberg on his face,test
67,9dd9b721198fe99dc86a332c38b03c82d29b3692a4c02d4c0070977a244bd3c8,https://pbs.twimg.com/media/EhhUS_PUcAAn2Uy.jpg,No animals,Wildfires,Other,Photo,Residential/commercial,climate_ct_new.json,"[""A man is wearing a medical mask in the street."", ""The sky is not clear and looks polluted.""]","[""People must use masks because of air pollution."", ""Air pollution puts human health in danger.""]",,a woman stands on a bridge in front of a smokey sky,train
68,9fdb02c56dc82e230e05a62e6c893dbc320067dd9ae2cea3708ba95542e22069,https://pbs.twimg.com/media/FZffoBlWIAQRt0E.jpg,No animals,Floods,No climate action,Photo,Industrial,climate_ct_new.json,"[""A bridge is completely submerged in flood."", ""There is an industrial building with chimney in the left side of the river."", ""The water looks muddy.""]","[""Floods can ruin many infrastructures."", ""Climate change is causing more floods that damage important buildings and roads.""]",,a view of a flooded river from a train,train
69,1d54fa6f7e922e3cb82bff5bbbbc3224576dfaea1e0d736edc3e5ad55ceae009,https://pbs.twimg.com/media/Evn5E29WYAAhgu6.jpg,No animals,Rising temperature,No climate action,Data Visualization,Outer space,climate_ct_new.json,"[""The upper part of the world map is red, and the middle part is mostly yellow.""]","[""The Earth is becoming warmer, even at the poles.""]",,a satellite image of the earth with a red and yellow color,train
70,1c388ed6ef795ef85c0095ef651e1d8e68db23357f1229341fa2686ed8b94d24,https://pbs.twimg.com/media/EMRqGHkU0AEjTFD.jpg,No animals,Wildfires,Other,Photo,"Forest, jungle",climate_ct_new.json,"[""A large fire is happening next to the road."", ""A firefighter is running away from the flames."", ""Trees are burning.""]","[""wildfireire can be expanded and reach the cities."", ""Firefighters’ lives are in danger during large fires.""]",,a man is riding a bike through a forest fire,train
71,5232c010811db0c32e9135f3e75c2729cf3aab6b84bd19fa47c9547ff47b897e,https://pbs.twimg.com/media/FhHh_6uagAIGc-b.jpg,No animals,Human rights,No climate action,Photo,Desert,climate_ct_new.json,"[""A  shelter with a white and blue logo is visible."", ""Three children stand on top of a dry hill."", ""A child stands near a large water hose."", ""There is a large water hose coming from the hill down to the ground.""]","[""Children in dried areas are suffering from limitation of water."", ""Climate droughts make water harder to find in the countryside.""]",,a group of people standing on top of a hill with a shack,train
72,3ceb99f94afa61aa7646cd4df71e9a5de8270dbb3af6fce8f473cff7adcdf7c1,https://pbs.twimg.com/media/EgEqHvUU4AAJGLU.jpg,No animals,Wildfires,No climate action,Photo,"Forest, jungle",climate_ct_new.json,"[""A shot from above the burning jungle is seen."", ""There is a lot of smoke in the air."", ""At the top of a mountain, some flames are visible.""]","[""Wildfires causing air pollution.""]",,aerial view of a fire in the mountains,train
73,b8a15c0c1bb33a52bef90476d5122abc4347639a4af318320cd6c7384e9dcaeb,https://pbs.twimg.com/media/ExUoRnTU4AIJdtG.jpg,Land mammal,Wildfires,Other,Screenshot,"Forest, jungle",climate_ct_new.json,"[""An Instagram post is about wildfires in Australia."", ""The writer is worried about wildfires in their homeland."", ""The writer has suffered from wildfires in Australia."", ""Australia is the writer’s homeland."", ""A firefighter is hugging two kangaroos, with a burning forest in the background.""]","[""Wildfires can kill many animals, and even common species in an area may disappear."", ""People suffer because their homeland may be affected by climate disasters.""]",,a picture of a man with a hat and a tiger,test
75,28d7d4def0089dd2c0f8d1e6c33a8be54bcd9f24233ef9db322f5e925fd2a558,https://pbs.twimg.com/media/Fd6NOxtX0AA4Pm-.jpg,No animals,Floods,No climate action,Photo,Residential/commercial,climate_ct_new.json,"[""Three cars are almost submerged in the street."", ""The street is full of the water."", ""there are some waves in the water."", ""Some trees are half submerged.""]","[""Floods can cause harm to people's assets.""]",,a yellow car is flooded in a street,train
76,a6ee5d265c2a56d8ab1f49c561c0bd0940f49c94c58e5ee4c1cce8f218f492c4,https://pbs.twimg.com/media/ExKEtbYXIAEm6-C.jpg,Land mammal,Floods,No climate action,Photo,"Ocean, coastal",climate_ct_new.json,"[""A tree is half submerged in the middle of the water."", ""A man with many kangaroos is in a boat.""]","[""Many animals might lose their lives in floods."", ""People can transport animals to safer places when disasters happen to save the species.""]",,a man in a boat with a group of kangaroos,test
77,55e0bfada0f41ff7de9fb9164d2f4f4153ce733d1ac54a554fb0a8f2e473f340,https://pbs.twimg.com/media/E40rBSrWUAA4pa4.jpg,No animals,Floods,No climate action,Photo,Residential/commercial,climate_ct_new.json,"[""A burnt car is in the middle of the water in a road."", ""There is a bridge over a road full of water."", ""Many cars are in the middle of the water in different orientations and directions.""]","[""Floods can cause many car accidents."", ""People might lose their assets and lives during floods."", ""A car might short-circuit and catch fire due to flooding.""]",,a car is parked in a flooded area,train
78,79a0355f69679c159d9de4797862ef61cd7f0f8308fe0961c2d133edab3a7017,https://pbs.twimg.com/media/Eh6sAMsUYAISGwi.jpg,No animals,Wildfires,No climate action,Screenshot,"Forest, jungle",climate_ct_new.json,"[""A forest is burning."", ""The news covers a death toll during the West Coast wildfires.""]","[""Wildfires can take many lives because they pollute the air.""]",,a television screen showing a fire on the screen,test
79,a8d792616dcb8bb76447d88637a67eb618be6ab8c5b4add7f155353d82163907,https://pbs.twimg.com/media/FJKfuNMXIAIhyJJ.jpg,No animals,Melting Ice,Other,Collage,"Arctic, Antarctic",climate_ct_new.json,"[""An old black-and-white photo shows a man in a boat in the middle of the water, looking at a large mountain of ice."", ""A new color photo shows a man in a boat looking at a mountain.""]","[""Global warming will be ended by melting ice."", ""Over time, ice mountains are disappearing.""]",,a man in a boat on the water with a glacier,train
80,f292436f0ff159cb2e56c47d8184ce85d3a22246f64752249308398883a054ab,https://pbs.twimg.com/media/FpvKOolXEAMz9oa?format=jpg&name=small,Land mammal,Biodiversity loss,No climate action,Posters/Event invitations,"Forest, jungle",climate_ct_new.json,"[""An alone kangaroo is standing in the middle of many trees."", ""The tree trunks are black instead of brown.""]","[""Solving climate change can help protect biodiversity because they are related."", ""Wildfires can lead to biodiversity loss in both plant and animal species.""]",,the biodiversity and climate crises must be solved together,train
81,d5a170ad8df4f1ed79bcaf61b52f3f3ff6494e60c8c27e917867b2dd93e2fc09,https://pbs.twimg.com/media/FC7GBGiVgAMnxaU.jpg,No animals,Melting Ice,Other,Posters/Event invitations,"Arctic, Antarctic",climate_ct_new.json,"[""A poster from November 2021 states that we cannot negotiate with the melting point of ice."", ""There are many separate pieces of ice in the poster."", ""The poster states that urgent action is needed.""]","[""Fast changes like ice melting leave no time for delay or discussion, so action is needed immediately.""]",,state of the cryosphere 2021 a needed decade of urgent action,train
84,5c1bc63fa1a80808c33e66b8b6fd5c2c86451e97eeb9ded6351167daead9ebb5,https://pbs.twimg.com/media/EI_uhMrW4AAg3-O.jpg,No animals,Sea level rise,Other,Photo,Residential/commercial,climate_ct_new.json,"[""The water rises from the river and reaches the pedestrian walkway.""]","[""Urban areas are at risk of being submerged due to sea level rise.""]",,a person walking down a sidewalk next to a canal,test
85,9d8eac9aebd8622b628d60787b5122866b1dc016fb064a5b13b3063f17e497ab,https://pbs.twimg.com/media/Dw-qG_xUcAEk5KD.jpg,No animals,Floods,No climate action,Photo,"Ocean, coastal",climate_ct_new.json,"[""Part of a residential areas is ruined."", ""Trees and some buildings are surrounded by water.""]","[""People’s lives might be affected by natural disasters.""]",,an aerial view of a destroyed city,train
86,b01a5a7d2a92f3e61c498ea86e34986b50237bb5e3661ae0fc67786def8974c0,https://pbs.twimg.com/media/EWOFf_FU0AEKM2N.jpg,Polar bear,Biodiversity loss,No climate action,Photo,"Arctic, Antarctic",climate_ct_new.json,"[""A thin polar bear is walking on a piece of ice near the sea.""]","[""Animals like polar bears are in danger of being extinct or sick because of their climate changes.""]",,polar bears are a big threat to the arctic,train
89,953c9e6d1d5e582ab4f99429ae9ab8fa93babfa5da9b64427227078a3196ced6,https://pbs.twimg.com/media/D6Ovn07XoAEBuN2.jpg,Insects,Biodiversity loss,No climate action,Illustration,Residential/commercial,climate_ct_new.json,"[""A large dead bee is on a dry area near tall buildings."", ""The sky is orange and black and looks polluted.""]","[""Human activities can cause air pollution."", ""Air pollution can cause many species to die."", ""Human activities can cause many species to die.""]",,a bee is sitting on a deserted ground with a city in the background,train
90,bdb451d7de6f4e11216c6e3e355114a2f29bb0248b059bc22228e33c740d61a3,https://pbs.twimg.com/media/FXgyKb-XwAAw53o.jpg,No animals,Sea level rise,No climate action,Screenshot,"Ocean, coastal",climate_ct_new.json,"[""NASA reported on 11.02.2016 that climate change and the rate of sea level rise have slowed."", ""NewScientist reported on 28.03.2019 that climate change is causing sea levels to rise faster than ever."", ""A man is standing on top of a handmade structure, watching the rising sea level that is causing the structure to sink.""]","[""The rate of sea level rise increased between 2016 and 2019."", ""The rate of sea level rise fluctuates over time.""]",,a new scientist app with a map of the ocean,train
91,a12f23461b19a6d84a42869ab4405a6e3c085d4313444e8741d8907bbce74d6c,https://pbs.twimg.com/media/ErgS88qVcAEaOhx.jpg,No animals,Human rights,No climate action,Photo,"Ocean, coastal",climate_ct_new.json,"[""A shot from above the sea showing a crowded boat full of people in the middle of the sea.""]","[""Many people lose their habitats and have to migrate because of climate change."", ""The trafficking rate may increase because of climate change."", ""The human right to live in a safe place is being violated because of climate change.""]",,a large group of people on a boat in the ocean,train
