img_id,dialog,narration,dialog_bounding_boxes,narration_bounding_boxes,face_bounding_boxes,tag,sentiment,subjectivity,emotion,addressee,pos,svo,argument
bp_0_123_0,the militia will do its best!,"['meanwhile, in the hidden domain of the panther cult...']","[[7.0, 51.0, 226.0, 129.0], [8.0, 132.0, 154.0, 206.0], [367.0, 3.0, 581.0, 75.0], [618.0, 2.0, 866.0, 104.0], [790.0, 91.0, 868.0, 190.0]]","[[6.0, 6.0, 308.0, 47.0]]","[[262.0, 54.0, 321.0, 109.0], [99.0, 166.0, 247.0, 384.0], [380.0, 81.0, 438.0, 153.0], [541.0, 69.0, 603.0, 131.0], [690.0, 102.0, 787.0, 228.0]]",INFORM,1.0,0.3,"{""anger"": 0.6491, ""neutral"": 0.1559, ""joy"": 0.1425, ""disgust"": 0.0194, ""fear"": 0.0156, ""surprise"": 0.0119, ""sadness"": 0.0057}",,"[{""text"": ""the"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""militia""}, {""text"": ""militia"", ""pos"": ""NOUN"", ""dep"": ""nsubj"", ""head"": ""do""}, {""text"": ""will"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""do""}, {""text"": ""do"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""do""}, {""text"": ""its"", ""pos"": ""PRON"", ""dep"": ""poss"", ""head"": ""best""}, {""text"": ""best"", ""pos"": ""ADJ"", ""dep"": ""dobj"", ""head"": ""do""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""do""}]",militia + do(active) + its best,The speaker seems positive or satisfied with the situation.
bp_0_123_2,we should have disobeyed the ruling family and des-troyed that thing while it was in our hands! we should have destroyed it--!,[],"[[0.0, 3.0, 316.0, 105.0], [317.0, 4.0, 426.0, 100.0]]",[],"[[5.0, 107.0, 177.0, 322.0], [184.0, 154.0, 428.0, 414.0]]",INFORM,0.0,0.0,"{""anger"": 0.9293, ""disgust"": 0.0269, ""sadness"": 0.0162, ""surprise"": 0.0106, ""fear"": 0.0088, ""neutral"": 0.0056, ""joy"": 0.0026}",,"[{""text"": ""we"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""disobeyed""}, {""text"": ""should"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""disobeyed""}, {""text"": ""have"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""disobeyed""}, {""text"": ""disobeyed"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""disobeyed""}, {""text"": ""the"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""family""}, {""text"": ""ruling"", ""pos"": ""VERB"", ""dep"": ""amod"", ""head"": ""family""}, {""text"": ""family"", ""pos"": ""NOUN"", ""dep"": ""dobj"", ""head"": ""disobeyed""}, {""text"": ""and"", ""pos"": ""CCONJ"", ""dep"": ""cc"", ""head"": ""family""}, {""text"": ""des"", ""pos"": ""NOUN"", ""dep"": ""conj"", ""head"": ""family""}, {""text"": ""-"", ""pos"": ""PROPN"", ""dep"": ""conj"", ""head"": ""family""}, {""text"": ""troyed"", ""pos"": ""PROPN"", ""dep"": ""conj"", ""head"": ""family""}, {""text"": ""that"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""thing""}, {""text"": ""thing"", ""pos"": ""NOUN"", ""dep"": ""dobj"", ""head"": ""disobeyed""}, {""text"": ""while"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head"": ""was""}, {""text"": ""it"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""was""}, {""text"": ""was"", ""pos"": ""AUX"", ""dep"": ""advcl"", ""head"": ""disobeyed""}, {""text"": ""in"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""was""}, {""text"": ""our"", ""pos"": ""PRON"", ""dep"": ""poss"", ""head"": ""hands""}, {""text"": ""hands"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""in""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""disobeyed""}, {""text"": ""we"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""destroyed""}, {""text"": ""should"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""destroyed""}, {""text"": ""have"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""destroyed""}, {""text"": ""destroyed"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""destroyed""}, {""text"": ""it--"", ""pos"": ""PROPN"", ""dep"": ""dobj"", ""head"": ""destroyed""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""destroyed""}]",we + disobeyed(active) + that thing,The speaker might be upset or afraid because of what happened.
bp_0_123_2,"it's too late for hindsight,jiru!",[],"[[0.0, 3.0, 316.0, 105.0], [317.0, 4.0, 426.0, 100.0]]",[],"[[5.0, 107.0, 177.0, 322.0], [184.0, 154.0, 428.0, 414.0]]",FEEDBACK,-0.375,0.6,"{""sadness"": 0.4499, ""surprise"": 0.2835, ""neutral"": 0.166, ""anger"": 0.0511, ""fear"": 0.0298, ""disgust"": 0.0115, ""joy"": 0.0082}",,"[{""text"": ""it"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""'s""}, {""text"": ""'s"", ""pos"": ""AUX"", ""dep"": ""ROOT"", ""head"": ""'s""}, {""text"": ""too"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head"": ""late""}, {""text"": ""late"", ""pos"": ""ADJ"", ""dep"": ""acomp"", ""head"": ""'s""}, {""text"": ""for"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""late""}, {""text"": ""hindsight"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""for""}, {""text"": "","", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""'s""}, {""text"": ""jiru"", ""pos"": ""PROPN"", ""dep"": ""attr"", ""head"": ""'s""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""'s""}]",,The speaker feels negative because of the situation.
bp_0_123_4,"stand by me, lady luck! a man needs you most when the road ahead looks clear!",[],"[[204.0, 7.0, 392.0, 106.0]]",[],"[[133.0, 85.0, 287.0, 254.0]]",,0.3125,0.44166666666666665,"{""neutral"": 0.5287, ""joy"": 0.284, ""anger"": 0.0782, ""surprise"": 0.0764, ""fear"": 0.0136, ""sadness"": 0.0133, ""disgust"": 0.0058}",stand by me,"[{""text"": ""stand"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""stand""}, {""text"": ""by"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""stand""}, {""text"": ""me"", ""pos"": ""PRON"", ""dep"": ""pobj"", ""head"": ""by""}, {""text"": "","", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""stand""}, {""text"": ""lady"", ""pos"": ""NOUN"", ""dep"": ""compound"", ""head"": ""luck""}, {""text"": ""luck"", ""pos"": ""NOUN"", ""dep"": ""npadvmod"", ""head"": ""stand""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""stand""}, {""text"": ""a"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""man""}, {""text"": ""man"", ""pos"": ""NOUN"", ""dep"": ""nsubj"", ""head"": ""needs""}, {""text"": ""needs"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""needs""}, {""text"": ""you"", ""pos"": ""PRON"", ""dep"": ""dobj"", ""head"": ""needs""}, {""text"": ""most"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head"": ""needs""}, {""text"": ""when"", ""pos"": ""SCONJ"", ""dep"": ""advmod"", ""head"": ""looks""}, {""text"": ""the"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""road""}, {""text"": ""road"", ""pos"": ""NOUN"", ""dep"": ""nsubj"", ""head"": ""looks""}, {""text"": ""ahead"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head"": ""road""}, {""text"": ""looks"", ""pos"": ""VERB"", ""dep"": ""advcl"", ""head"": ""needs""}, {""text"": ""clear"", ""pos"": ""ADJ"", ""dep"": ""acomp"", ""head"": ""looks""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""needs""}]",man + needs(active) + you,The speaker seems positive or satisfied with the situation.
bp_0_124_3,"no--not its slave--but its brother! he goes to become ""one"" with the great mound!",[],"[[7.0, 1.0, 180.0, 153.0], [234.0, 2.0, 423.0, 65.0], [310.0, 65.0, 430.0, 185.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [249.0, 219.0, 298.0, 270.0], [381.0, 207.0, 432.0, 270.0]]",,1.0,0.75,"{""anger"": 0.6445, ""disgust"": 0.135, ""surprise"": 0.1063, ""neutral"": 0.0523, ""sadness"": 0.0227, ""joy"": 0.0221, ""fear"": 0.0171}",,"[{""text"": ""no"", ""pos"": ""INTJ"", ""dep"": ""intj"", ""head"": ""slave""}, {""text"": ""--"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""no""}, {""text"": ""not"", ""pos"": ""PART"", ""dep"": ""neg"", ""head"": ""slave""}, {""text"": ""its"", ""pos"": ""PRON"", ""dep"": ""poss"", ""head"": ""slave""}, {""text"": ""slave"", ""pos"": ""NOUN"", ""dep"": ""ROOT"", ""head"": ""slave""}, {""text"": ""--"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""slave""}, {""text"": ""but"", ""pos"": ""CCONJ"", ""dep"": ""cc"", ""head"": ""slave""}, {""text"": ""its"", ""pos"": ""PRON"", ""dep"": ""poss"", ""head"": ""brother""}, {""text"": ""brother"", ""pos"": ""NOUN"", ""dep"": ""conj"", ""head"": ""slave""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""brother""}, {""text"": ""he"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""goes""}, {""text"": ""goes"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""goes""}, {""text"": ""to"", ""pos"": ""PART"", ""dep"": ""aux"", ""head"": ""become""}, {""text"": ""become"", ""pos"": ""VERB"", ""dep"": ""xcomp"", ""head"": ""goes""}, {""text"": ""\"""", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""one""}, {""text"": ""one"", ""pos"": ""NUM"", ""dep"": ""attr"", ""head"": ""become""}, {""text"": ""\"""", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""one""}, {""text"": ""with"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""become""}, {""text"": ""the"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""mound""}, {""text"": ""great"", ""pos"": ""ADJ"", ""dep"": ""amod"", ""head"": ""mound""}, {""text"": ""mound"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""with""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""goes""}]","he + goes(active) + to become "" one "" with the great mound",The speaker seems positive or satisfied with the situation.
bp_0_124_3,t'challa save us! that mustn't happen!,[],"[[7.0, 1.0, 180.0, 153.0], [234.0, 2.0, 423.0, 65.0], [310.0, 65.0, 430.0, 185.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [249.0, 219.0, 298.0, 270.0], [381.0, 207.0, 432.0, 270.0]]",,0.0,0.0,"{""anger"": 0.2938, ""surprise"": 0.2759, ""fear"": 0.1681, ""sadness"": 0.1612, ""neutral"": 0.0644, ""joy"": 0.0259, ""disgust"": 0.0106}",,"[{""text"": ""t'challa"", ""pos"": ""NOUN"", ""dep"": ""nsubj"", ""head"": ""save""}, {""text"": ""save"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""save""}, {""text"": ""us"", ""pos"": ""PRON"", ""dep"": ""dobj"", ""head"": ""save""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""save""}, {""text"": ""that"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""happen""}, {""text"": ""must"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""happen""}, {""text"": ""n't"", ""pos"": ""PART"", ""dep"": ""neg"", ""head"": ""happen""}, {""text"": ""happen"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""happen""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""happen""}]",t'challa + save(active) + us,The speaker might be upset or afraid because of what happened.
bp_0_124_3,"if he reaches it, the ancient warnings will come to pass!",[],"[[7.0, 1.0, 180.0, 153.0], [234.0, 2.0, 423.0, 65.0], [310.0, 65.0, 430.0, 185.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [249.0, 219.0, 298.0, 270.0], [381.0, 207.0, 432.0, 270.0]]",INFORM,0.0,0.0,"{""anger"": 0.3212, ""fear"": 0.3037, ""neutral"": 0.26, ""joy"": 0.0423, ""surprise"": 0.0404, ""sadness"": 0.0198, ""disgust"": 0.0125}",if he reaches it,"[{""text"": ""if"", ""pos"": ""SCONJ"", ""dep"": ""mark"", ""head"": ""reaches""}, {""text"": ""he"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""reaches""}, {""text"": ""reaches"", ""pos"": ""VERB"", ""dep"": ""advcl"", ""head"": ""come""}, {""text"": ""it"", ""pos"": ""PRON"", ""dep"": ""dobj"", ""head"": ""reaches""}, {""text"": "","", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""come""}, {""text"": ""the"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""warnings""}, {""text"": ""ancient"", ""pos"": ""ADJ"", ""dep"": ""amod"", ""head"": ""warnings""}, {""text"": ""warnings"", ""pos"": ""NOUN"", ""dep"": ""nsubj"", ""head"": ""come""}, {""text"": ""will"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""come""}, {""text"": ""come"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""come""}, {""text"": ""to"", ""pos"": ""PART"", ""dep"": ""aux"", ""head"": ""pass""}, {""text"": ""pass"", ""pos"": ""VERB"", ""dep"": ""advcl"", ""head"": ""come""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""come""}]",warnings + come(active) + ,The speaker might be upset or afraid because of what happened.
bp_0_125_1,"when i gave the order to isolate jakarra for study, i knew there were risks involved --",[],"[[4.0, 4.0, 210.0, 119.0], [4.0, 122.0, 260.0, 191.0], [214.0, 6.0, 423.0, 104.0]]",[],"[[136.0, 222.0, 189.0, 267.0], [134.0, 224.0, 189.0, 269.0], [267.0, 109.0, 421.0, 394.0]]",INFORM,0.0,0.0,"{""fear"": 0.8361, ""anger"": 0.0572, ""neutral"": 0.0486, ""sadness"": 0.0292, ""disgust"": 0.0167, ""joy"": 0.0069, ""surprise"": 0.0054}",when i gave the order to isolate jakarra for study,"[{""text"": ""when"", ""pos"": ""SCONJ"", ""dep"": ""advmod"", ""head"": ""gave""}, {""text"": ""i"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""gave""}, {""text"": ""gave"", ""pos"": ""VERB"", ""dep"": ""advcl"", ""head"": ""knew""}, {""text"": ""the"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""order""}, {""text"": ""order"", ""pos"": ""NOUN"", ""dep"": ""dobj"", ""head"": ""gave""}, {""text"": ""to"", ""pos"": ""PART"", ""dep"": ""aux"", ""head"": ""isolate""}, {""text"": ""isolate"", ""pos"": ""VERB"", ""dep"": ""acl"", ""head"": ""order""}, {""text"": ""jakarra"", ""pos"": ""NOUN"", ""dep"": ""dobj"", ""head"": ""isolate""}, {""text"": ""for"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""isolate""}, {""text"": ""study"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""for""}, {""text"": "","", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""knew""}, {""text"": ""i"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""knew""}, {""text"": ""knew"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""knew""}, {""text"": ""there"", ""pos"": ""PRON"", ""dep"": ""expl"", ""head"": ""were""}, {""text"": ""were"", ""pos"": ""VERB"", ""dep"": ""ccomp"", ""head"": ""knew""}, {""text"": ""risks"", ""pos"": ""NOUN"", ""dep"": ""attr"", ""head"": ""were""}, {""text"": ""involved"", ""pos"": ""VERB"", ""dep"": ""acl"", ""head"": ""risks""}, {""text"": ""--"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""knew""}]",i + knew(active) + there were risks involved,The speaker might be upset or afraid because of what happened.
bp_0_125_1,-- but to kill him would've violated my oath as a doctor!,[],"[[4.0, 4.0, 210.0, 119.0], [4.0, 122.0, 260.0, 191.0], [214.0, 6.0, 423.0, 104.0]]",[],"[[136.0, 222.0, 189.0, 267.0], [134.0, 224.0, 189.0, 269.0], [267.0, 109.0, 421.0, 394.0]]",INFORM,0.0,0.0,"{""anger"": 0.8802, ""disgust"": 0.0779, ""fear"": 0.0222, ""sadness"": 0.0069, ""surprise"": 0.0063, ""neutral"": 0.005, ""joy"": 0.0015}",,"[{""text"": ""--"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""violated""}, {""text"": ""but"", ""pos"": ""CCONJ"", ""dep"": ""cc"", ""head"": ""violated""}, {""text"": ""to"", ""pos"": ""PART"", ""dep"": ""aux"", ""head"": ""kill""}, {""text"": ""kill"", ""pos"": ""VERB"", ""dep"": ""csubj"", ""head"": ""violated""}, {""text"": ""him"", ""pos"": ""PRON"", ""dep"": ""dobj"", ""head"": ""kill""}, {""text"": ""would"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""violated""}, {""text"": ""'ve"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""violated""}, {""text"": ""violated"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""violated""}, {""text"": ""my"", ""pos"": ""PRON"", ""dep"": ""poss"", ""head"": ""oath""}, {""text"": ""oath"", ""pos"": ""NOUN"", ""dep"": ""dobj"", ""head"": ""violated""}, {""text"": ""as"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""violated""}, {""text"": ""a"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""doctor""}, {""text"": ""doctor"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""as""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""violated""}]", + violated(active) + my oath,The speaker might be upset or afraid because of what happened.
bp_0_125_1,did you also consider yout duty as a member of the ruling family?,[],"[[4.0, 4.0, 210.0, 119.0], [4.0, 122.0, 260.0, 191.0], [214.0, 6.0, 423.0, 104.0]]",[],"[[136.0, 222.0, 189.0, 267.0], [134.0, 224.0, 189.0, 269.0], [267.0, 109.0, 421.0, 394.0]]",YES-NO_QUESTION,0.0,0.0,"{""neutral"": 0.7277, ""surprise"": 0.198, ""sadness"": 0.0205, ""anger"": 0.0192, ""disgust"": 0.0185, ""fear"": 0.0115, ""joy"": 0.0045}",,"[{""text"": ""did"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""consider""}, {""text"": ""you"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""consider""}, {""text"": ""also"", ""pos"": ""ADV"", ""dep"": ""advmod"", ""head"": ""consider""}, {""text"": ""consider"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""consider""}, {""text"": ""yout"", ""pos"": ""PROPN"", ""dep"": ""compound"", ""head"": ""duty""}, {""text"": ""duty"", ""pos"": ""NOUN"", ""dep"": ""dobj"", ""head"": ""consider""}, {""text"": ""as"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""duty""}, {""text"": ""a"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""member""}, {""text"": ""member"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""as""}, {""text"": ""of"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""member""}, {""text"": ""the"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""family""}, {""text"": ""ruling"", ""pos"": ""VERB"", ""dep"": ""amod"", ""head"": ""family""}, {""text"": ""family"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""of""}, {""text"": ""?"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""consider""}]",you + consider(active) + yout duty as a member of the ruling family,The speaker might be upset or afraid because of what happened.
bp_0_125_3,the vibranium change has given jakarra a new advantage! he's invulnerable to our weapons!,[],"[[10.0, 5.0, 294.0, 84.0], [134.0, 87.0, 284.0, 192.0], [300.0, 2.0, 427.0, 84.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",,0.2130681818181818,0.45454545454545453,"{""neutral"": 0.4068, ""surprise"": 0.3588, ""joy"": 0.1081, ""anger"": 0.0785, ""disgust"": 0.0236, ""sadness"": 0.0143, ""fear"": 0.0098}",,"[{""text"": ""the"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""change""}, {""text"": ""vibranium"", ""pos"": ""NOUN"", ""dep"": ""compound"", ""head"": ""change""}, {""text"": ""change"", ""pos"": ""NOUN"", ""dep"": ""nsubj"", ""head"": ""given""}, {""text"": ""has"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""given""}, {""text"": ""given"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""given""}, {""text"": ""jakarra"", ""pos"": ""PRON"", ""dep"": ""dative"", ""head"": ""given""}, {""text"": ""a"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""advantage""}, {""text"": ""new"", ""pos"": ""ADJ"", ""dep"": ""amod"", ""head"": ""advantage""}, {""text"": ""advantage"", ""pos"": ""NOUN"", ""dep"": ""dobj"", ""head"": ""given""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""given""}, {""text"": ""he"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""'s""}, {""text"": ""'s"", ""pos"": ""AUX"", ""dep"": ""ROOT"", ""head"": ""'s""}, {""text"": ""invulnerable"", ""pos"": ""ADJ"", ""dep"": ""acomp"", ""head"": ""'s""}, {""text"": ""to"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""invulnerable""}, {""text"": ""our"", ""pos"": ""PRON"", ""dep"": ""poss"", ""head"": ""weapons""}, {""text"": ""weapons"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""to""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""'s""}]",change + given(active) + a new advantage,The speaker seems positive or satisfied with the situation.
bp_0_125_3,and that's not the only change!watch his hands!,[],"[[10.0, 5.0, 294.0, 84.0], [134.0, 87.0, 284.0, 192.0], [300.0, 2.0, 427.0, 84.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",,0.0,1.0,"{""surprise"": 0.6531, ""neutral"": 0.1589, ""anger"": 0.092, ""joy"": 0.0533, ""sadness"": 0.0309, ""fear"": 0.0075, ""disgust"": 0.0043}",,"[{""text"": ""and"", ""pos"": ""CCONJ"", ""dep"": ""cc"", ""head"": ""'s""}, {""text"": ""that"", ""pos"": ""PRON"", ""dep"": ""nsubj"", ""head"": ""'s""}, {""text"": ""'s"", ""pos"": ""AUX"", ""dep"": ""ROOT"", ""head"": ""'s""}, {""text"": ""not"", ""pos"": ""PART"", ""dep"": ""neg"", ""head"": ""'s""}, {""text"": ""the"", ""pos"": ""DET"", ""dep"": ""det"", ""head"": ""only""}, {""text"": ""only"", ""pos"": ""ADJ"", ""dep"": ""attr"", ""head"": ""'s""}, {""text"": ""change!watch"", ""pos"": ""VERB"", ""dep"": ""ccomp"", ""head"": ""'s""}, {""text"": ""his"", ""pos"": ""PRON"", ""dep"": ""poss"", ""head"": ""hands""}, {""text"": ""hands"", ""pos"": ""NOUN"", ""dep"": ""dobj"", ""head"": ""change!watch""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""'s""}]",,The speaker might be upset or afraid because of what happened.
bp_0_125_3,his palms are glowing like white got coals!,[],"[[10.0, 5.0, 294.0, 84.0], [134.0, 87.0, 284.0, 192.0], [300.0, 2.0, 427.0, 84.0]]",[],"[[-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0], [-1.0, -1.0, -1.0, -1.0]]",INFORM,0.0,0.0,"{""surprise"": 0.5939, ""anger"": 0.2276, ""neutral"": 0.0931, ""joy"": 0.0501, ""disgust"": 0.0182, ""sadness"": 0.0125, ""fear"": 0.0046}",,"[{""text"": ""his"", ""pos"": ""PRON"", ""dep"": ""poss"", ""head"": ""palms""}, {""text"": ""palms"", ""pos"": ""NOUN"", ""dep"": ""nsubj"", ""head"": ""glowing""}, {""text"": ""are"", ""pos"": ""AUX"", ""dep"": ""aux"", ""head"": ""glowing""}, {""text"": ""glowing"", ""pos"": ""VERB"", ""dep"": ""ROOT"", ""head"": ""glowing""}, {""text"": ""like"", ""pos"": ""ADP"", ""dep"": ""prep"", ""head"": ""glowing""}, {""text"": ""white"", ""pos"": ""NOUN"", ""dep"": ""pobj"", ""head"": ""like""}, {""text"": ""got"", ""pos"": ""VERB"", ""dep"": ""advcl"", ""head"": ""glowing""}, {""text"": ""coals"", ""pos"": ""NOUN"", ""dep"": ""dobj"", ""head"": ""got""}, {""text"": ""!"", ""pos"": ""PUNCT"", ""dep"": ""punct"", ""head"": ""glowing""}]",palms + glowing(active) + ,The speaker might be upset or afraid because of what happened.
