id,url,label_animals,label_setting,label_consequences,label_climateaction,label_type
413,https://pbs.twimg.com/media/EFQsC0ZXoAEQ239.jpg,Birds,"Forest, jungle",biodiversity loss,,
419,https://pbs.twimg.com/media/EFQRUs3X4AYXl8v.jpg,Polar bear,"Arctic, Antarctic",melting ice,,
441,https://pbs.twimg.com/media/EFUn4qyW4AA0SFj.jpg,Other animals,Residential/commercial,other consequences,Sustainable energy,
442,https://pbs.twimg.com/media/EFUhiu3X4AEQqFo.jpg,Other animals,,covid & general health,Sustainable energy,
449,https://pbs.twimg.com/media/EFaDx0gWwAgy9V5.jpg,Fish,,melting ice,,
487,https://pbs.twimg.com/media/EFivv08XYAcYNaP.jpg,Fish,,drought,,
497,https://pbs.twimg.com/media/EFn0DruX0AY7-in.jpg,Fish,,drought,,
523,https://pbs.twimg.com/media/EFunpvUWsAAyQ3J.jpg,Fish,Residential/commercial,other consequences,,
542,https://pbs.twimg.com/media/EFta1jpU0AAfrQA.jpg,Fish,,covid & general health,,
551,https://pbs.twimg.com/media/EFs9nXhWwAEyXwM.jpg,Fish,,drought,,
552,https://pbs.twimg.com/media/D3GpV9aXgAAd9mT.jpg,Insects,Other nature,biodiversity loss,,
557,https://pbs.twimg.com/media/D3GFgZsVAAAIyef.jpg,Fish,Agricultural/rural,biodiversity loss,,
577,https://pbs.twimg.com/media/D3DtY3GX4Agv2vZ.jpg,Fish,,covid & general health,Sustainable energy,
588,https://pbs.twimg.com/media/D3Llkh0XkAMzXX0.jpg,Other animals,Other nature,covid & general health,,
593,https://pbs.twimg.com/media/D3KlPzPWkAAMkRa.jpg,Fish,"Ocean, coastal",covid & general health,,
606,https://pbs.twimg.com/media/D3JJpB_UYAALiEH.jpg,Other animals,,drought,,
625,https://pbs.twimg.com/media/D3PrSPVXkAMFiLw.jpg,Fish,,covid & general health,,
636,https://pbs.twimg.com/media/D3OlqIMWkAAhVMN.jpg,Other animals,Other nature,covid & general health,,
653,https://pbs.twimg.com/media/D3Vb5vWWkAAG0pe.jpg,Fish,Other nature,human rights,Sustainable energy,
654,https://pbs.twimg.com/media/D3VV8-9XsAEMm8x.jpg,Fish,Other nature,human rights,Sustainable energy,
673,https://pbs.twimg.com/media/D3THXB7WAAAbzv3.jpg,Fish,"Arctic, Antarctic",melting ice,,Photo
674,https://pbs.twimg.com/media/D3TG9BiX4AANPSR.jpg,Other animals,"Arctic, Antarctic",melting ice,,
693,https://pbs.twimg.com/media/D3Y6VrSXsAI5nN9.jpg,Other animals,Other nature,covid & general health,,
702,https://pbs.twimg.com/media/D3YBigtXsAEkEeT.jpg,Fish,Residential/commercial,other consequences,,
704,https://pbs.twimg.com/media/D3XrjlCUEAAEexC.jpg,Fish,Other nature,drought,,
705,https://pbs.twimg.com/media/D3XqSVzUEAEfTYK.jpg,Fish,,drought,,
706,https://pbs.twimg.com/media/D3W-uC7XsAAvPfm.png,Other animals,,other consequences,,
718,https://pbs.twimg.com/media/D3cxWgDX4AEU9Jj.jpg,Other animals,,drought,,
722,https://pbs.twimg.com/media/D3b12wKV4AAALYA.jpg,Other animals,,other consequences,,
736,https://pbs.twimg.com/media/D3qcli6XoAEyg1W.png,Other animals,"Ocean, coastal",human rights,,
739,https://pbs.twimg.com/media/D3qRSIhWwAAeQVC.jpg,Polar bear,,melting ice,,Illustration
745,https://pbs.twimg.com/media/D3pZD-mW0AAg52O.jpg,Fish,Other nature,human rights,Sustainable energy,
794,https://pbs.twimg.com/media/D3t2ZQEW0AA_x6N.jpg,Fish,,floods,,
805,https://pbs.twimg.com/media/D3tepwNWAAEigY5.jpg,Other animals,Other nature,biodiversity loss,,
818,https://pbs.twimg.com/media/D3tFJI1W0AAd-0A.png,Other animals,,melting ice,,
819,https://pbs.twimg.com/media/D3s_fs8X4AA1aW8.jpg,Fish,,drought,,
839,https://pbs.twimg.com/media/D3zt2GiWkAEielS.jpg,Fish,Other nature,human rights,Sustainable energy,
843,https://pbs.twimg.com/media/D3zZlntWkAMkAhZ.jpg,Fish,,biodiversity loss,,
857,https://pbs.twimg.com/media/D3yeXCRX4AEUJSQ.jpg,Other animals,Other nature,biodiversity loss,Sustainable energy,
877,https://pbs.twimg.com/media/D35OTAOXoAEeNoG.jpg,Fish,,floods,,
895,https://pbs.twimg.com/media/D32rqfxWAAUGH8m.jpg,Fish,Other nature,human rights,,
902,https://pbs.twimg.com/media/D3-EZRwXoAUjoh8.jpg,Other animals,Other nature,human rights,,
913,https://pbs.twimg.com/media/D38vcQIW4AMwigQ.jpg,Other animals,Other nature,covid & general health,,
918,https://pbs.twimg.com/media/D38hU8EUcAEj_bi.jpg,Other animals,,other consequences,,
929,https://pbs.twimg.com/media/D37a6UiUwAArBnn.jpg,Fish,Outer space,human rights,,
940,https://pbs.twimg.com/media/D4ATuRWUcAAeB7l.jpg,Insects,,covid & general health,,
945,https://pbs.twimg.com/media/D4IcTp4X4AEAgD8.jpg,Other animals,Other nature,covid & general health,,
951,https://pbs.twimg.com/media/D4E7sGHXkAA90La.jpg,Fish,,biodiversity loss,,
952,https://pbs.twimg.com/media/D4Ez88pW0AAgfFM.jpg,Fish,"Ocean, coastal",covid & general health,Sustainable energy,
959,https://pbs.twimg.com/media/D4NjciBW4AAj286.jpg,Fish,"Ocean, coastal",melting ice,,Illustration
988,https://pbs.twimg.com/media/D4RYPXoXkAAkPqR.jpg,Other animals,Other nature,covid & general health,,
989,https://pbs.twimg.com/media/D4RXS2jWAAEgi8D.jpg,Fish,,biodiversity loss,,
1000,https://pbs.twimg.com/media/D4XiiqLXoAAKgZv.jpg,Other animals,Other nature,biodiversity loss,,
1006,https://pbs.twimg.com/media/D4WRZbtWsAAn-is.jpg,Other animals,,human rights,,
1014,https://pbs.twimg.com/media/D4c21P2WsAAnOfb.jpg,Fish,Agricultural/rural,biodiversity loss,,
1027,https://pbs.twimg.com/media/D4bZ6aOXoAAtjoZ.jpg,Pets,Other nature,wildfires,,
1030,https://pbs.twimg.com/media/D4irhdzXkAER8Gx.jpg,Fish,Other nature,human rights,Sustainable energy,
1034,https://pbs.twimg.com/media/D4ifn0UX4AQe62v.jpg,Fish,Other nature,human rights,Sustainable energy,
1036,https://pbs.twimg.com/media/D4h531wXkAIGO2i.jpg,Fish,,drought,,
1037,https://pbs.twimg.com/media/D4hbXN0WAAEQj8V.jpg,Other animals,"Ocean, coastal",drought,,
1039,https://pbs.twimg.com/media/D4hC-X7WAAEMZOK.jpg,Fish,,drought,,
1045,https://pbs.twimg.com/media/D4gZb5KWwAYZaqH.jpg,Fish,,drought,,
1062,https://pbs.twimg.com/media/D4lcGHlWwAELKq2.jpg,Fish,,human rights,,
1065,https://pbs.twimg.com/media/D4jvmGVU8AA9qeU.jpg,Fish,,melting ice,,
1071,https://pbs.twimg.com/media/D4ncyx8VUAEE2WQ.jpg,Sea mammal,,covid & general health,,
1073,https://pbs.twimg.com/media/D4rcEPLUIAAu4dW.jpg,Insects,,biodiversity loss,,
1075,https://pbs.twimg.com/media/D4qM0XrWkAApHif.jpg,Other animals,"Forest, jungle",covid & general health,,
1099,https://pbs.twimg.com/media/D4xeWgHW4AMnP6h.jpg,Other animals,Other nature,human rights,,
1104,https://pbs.twimg.com/media/D430URTWAAID8bm.jpg,Sea mammal,Desert,biodiversity loss,Sustainable energy,
1108,https://pbs.twimg.com/media/D43h1ApWsAAn3QS.jpg,Other animals,,covid & general health,,
1112,https://pbs.twimg.com/media/D42MX9iW0AASroB.jpg,Sea mammal,,biodiversity loss,,
1113,https://pbs.twimg.com/media/D42LyCKWwAEtIZr.jpg,Sea mammal,,biodiversity loss,,
1114,https://pbs.twimg.com/media/D42NCkWW0AAuq1j.jpg,Sea mammal,,biodiversity loss,,
1116,https://pbs.twimg.com/media/D42M24uWkAYcw5G.jpg,Sea mammal,,biodiversity loss,,
1120,https://pbs.twimg.com/media/D42EJXzX4AYCF6-.jpg,Sea mammal,,biodiversity loss,,
1121,https://pbs.twimg.com/media/D42DaEUXoAUgeOg.jpg,Sea mammal,,biodiversity loss,,
1122,https://pbs.twimg.com/media/D42CtkAWkAEp9cm.jpg,Sea mammal,,biodiversity loss,,
1123,https://pbs.twimg.com/media/D42BMvEXsAEfH3l.jpg,Sea mammal,,biodiversity loss,,
1124,https://pbs.twimg.com/media/D41-ugxX4AAlfXg.jpg,Sea mammal,,biodiversity loss,,
1126,https://pbs.twimg.com/media/D417L3WXkAEq0kH.jpg,Sea mammal,,biodiversity loss,,
1127,https://pbs.twimg.com/media/D416wEHXkAEl6oF.jpg,Sea mammal,,biodiversity loss,,
1129,https://pbs.twimg.com/media/D412-u9W0AIfbvE.jpg,Sea mammal,,biodiversity loss,,
1130,https://pbs.twimg.com/media/D4112X2X4AABpNi.jpg,Sea mammal,,biodiversity loss,,
1131,https://pbs.twimg.com/media/D410b4BX4AAxeJd.jpg,Sea mammal,,biodiversity loss,,
1132,https://pbs.twimg.com/media/D41zAOWXsAAqLqD.jpg,Sea mammal,,biodiversity loss,,
1133,https://pbs.twimg.com/media/D41yQ3KW4AAbXTB.jpg,Sea mammal,,biodiversity loss,,
1135,https://pbs.twimg.com/media/D41xv6vW4AEibcf.jpg,Sea mammal,,biodiversity loss,,
1136,https://pbs.twimg.com/media/D41xS3TXkAALWu2.jpg,Sea mammal,,biodiversity loss,,
1137,https://pbs.twimg.com/media/D41wF14W4AA50NY.jpg,Sea mammal,,biodiversity loss,,
1146,https://pbs.twimg.com/media/D48kflhUEAE1WGP.jpg,Fish,"Ocean, coastal",biodiversity loss,,Photo
1148,https://pbs.twimg.com/media/D48ajnbXkAUIagU.jpg,Fish,,covid & general health,Sustainable energy,
1160,https://pbs.twimg.com/media/D46_diKWkAEXaa0.jpg,Fish,,covid & general health,Sustainable energy,
1162,https://pbs.twimg.com/media/D46vadKWsAA0H-_.jpg,Fish,,biodiversity loss,,
1163,https://pbs.twimg.com/media/D46n5QWVUAA-_ZK.jpg,Insects,,floods,,
1164,https://pbs.twimg.com/media/D46YO5yXkAEHvRn.jpg,Other animals,,covid & general health,Sustainable energy,
1166,https://pbs.twimg.com/media/D46RpgoW0AARN0B.png,Other animals,,covid & general health,Sustainable energy,
1169,https://pbs.twimg.com/media/D4570P3WwAAgSHz.jpg,Fish,,rising temperature,,
1178,https://pbs.twimg.com/media/D5BhHAeWAAAxt4m.jpg,Fish,,drought,,
1180,https://pbs.twimg.com/media/D5BQIZeXoAEp0EB.jpg,Other animals,"Arctic, Antarctic",biodiversity loss,,
1185,https://pbs.twimg.com/media/D5AvmSxWAAIEjvp.jpg,Fish,Desert,floods,,
1189,https://pbs.twimg.com/media/D5AM7ndU0AA3qGR.jpg,Fish,Agricultural/rural,biodiversity loss,,
1191,https://pbs.twimg.com/media/D4_wzAmUcAAyEzz.jpg,Insects,,covid & general health,,
1196,https://pbs.twimg.com/media/D4_mSyFX4AAqPd5.jpg,Other animals,Other nature,covid & general health,,
1205,https://pbs.twimg.com/media/D5GupjRW0AAXIPX.jpg,Fish,Other nature,human rights,Sustainable energy,
1206,https://pbs.twimg.com/media/D5GrM77WwAY-JUu.jpg,Other animals,Other nature,biodiversity loss,,
1208,https://pbs.twimg.com/media/D5Go7gJWwAAYyjg.jpg,Fish,Other nature,human rights,Sustainable energy,
1221,https://pbs.twimg.com/media/D5E23cjWsAAi3NP.jpg,Amphibian or Reptile,,human rights,,
1226,https://pbs.twimg.com/media/D5EPY9hW4AAcJQy.jpg,Other animals,Residential/commercial,biodiversity loss,,
1230,https://pbs.twimg.com/media/D5MNdRTWkAA26WQ.jpg,Other animals,,covid & general health,,
1235,https://pbs.twimg.com/media/D5KwxWwW0AApYg2.jpg,Fish,,drought,,
1251,https://pbs.twimg.com/media/D5W0jjYUYAAkQdz.jpg,Fish,Agricultural/rural,covid & general health,,
1256,https://pbs.twimg.com/media/D5WHwu1WsAEOONY.jpg,Other animals,Other nature,other consequences,,
1258,https://pbs.twimg.com/media/D5Vf-leUEAAYs_8.jpg,Fish,,drought,,
1268,https://pbs.twimg.com/media/D5UqKaGXoAADldn.jpg,Other animals,Residential/commercial,biodiversity loss,,
1280,https://pbs.twimg.com/media/D5bagPmWwAMh66a.jpg,Fish,,covid & general health,Sustainable energy,
1281,https://pbs.twimg.com/media/D5bW_2nW4Acd1Ke.jpg,Fish,"Ocean, coastal",biodiversity loss,Fossil energy,
1286,https://pbs.twimg.com/media/D5atpCGWwAEmErj.jpg,Fish,,covid & general health,Sustainable energy,
1288,https://pbs.twimg.com/media/D5af1THXoAAGMZF.jpg,Other animals,Residential/commercial,biodiversity loss,,
1300,https://pbs.twimg.com/media/D5ZhX69X4AElgqT.jpg,Other animals,Other nature,covid & general health,Sustainable energy,
1303,https://pbs.twimg.com/media/D5ZEGWzXkAAMNW3.jpg,Fish,,biodiversity loss,,
1314,https://pbs.twimg.com/media/EA5ou5GWkAM9pzF.jpg,Fish,Residential/commercial,other consequences,Sustainable energy,
1316,https://pbs.twimg.com/media/EA5g7-cXsAAlg5a.jpg,Other animals,Residential/commercial,covid & general health,Sustainable energy,
1322,https://pbs.twimg.com/media/EA5A8ebXsAAhWiF.jpg,Fish,Residential/commercial,other consequences,Politics,
1329,https://pbs.twimg.com/media/EA4OASaUcAEBTOY.jpg,Fish,,wildfires,,
1333,https://pbs.twimg.com/media/EA3OjO5WsAARToO.jpg,Other animals,Outer space,other consequences,Politics,
1342,https://pbs.twimg.com/media/EA-gnt0WwAILvUT.jpg,Other animals,,covid & general health,,
1352,https://pbs.twimg.com/media/EAtnZjqXsAADijS.jpg,Other animals,,biodiversity loss,Sustainable energy,
1357,https://pbs.twimg.com/media/EA7VcZcU0AASRiT.jpg,Fish,Other nature,other extreme weather events,,
1364,https://pbs.twimg.com/media/EBCOITmX4AAjLEe.jpg,Fish,,drought,,
1365,https://pbs.twimg.com/media/EBBntw4U0AEsmUq.png,Other animals,Other nature,covid & general health,,
1388,https://pbs.twimg.com/media/EBNPwC8W4AEJMT9.jpg,Fish,,biodiversity loss,,
1390,https://pbs.twimg.com/media/EA4ZInqXUAAuijw.jpg,Fish,,biodiversity loss,,
1399,https://pbs.twimg.com/media/EBMLe1CXYAEvEVb.jpg,Fish,,drought,,
1405,https://pbs.twimg.com/media/EBUqermXoAUbANN.jpg,Fish,,drought,,
1431,https://pbs.twimg.com/media/EA-BX74XsAYIE4D.jpg,Fish,,covid & general health,,
1432,https://pbs.twimg.com/media/EBRnAYHXkAAyuqO.jpg,Other animals,Agricultural/rural,other consequences,Sustainable energy,
1436,https://pbs.twimg.com/media/EBQVNhoXUAA4VF0.jpg,Other animals,"Ocean, coastal",covid & general health,,
1438,https://pbs.twimg.com/media/EBZvxJXUIAA4z5R.jpg,Fish,,drought,Fossil energy,
1447,https://pbs.twimg.com/media/EBYb3HFWwAIqIaR.jpg,Amphibian or Reptile,,floods,,
1453,https://pbs.twimg.com/media/EBX19c3X4AAQXv2.jpg,Fish,Residential/commercial,other consequences,Politics,
1459,https://pbs.twimg.com/media/EA-M5bRXoAAhOvd.jpg,Fish,,covid & general health,,
1466,https://pbs.twimg.com/media/EBevTe0X4AESvgP.jpg,Other animals,Other nature,covid & general health,,
1467,https://pbs.twimg.com/media/EBeYKOwXsAcpcXJ.jpg,Polar bear,,melting ice,,
1468,https://pbs.twimg.com/media/EBeX4L2WsAAsXKy.jpg,Fish,,other consequences,Sustainable energy,
1470,https://pbs.twimg.com/media/EBeHS3_WsAEoi0t.jpg,Fish,,other consequences,Sustainable energy,
1473,https://pbs.twimg.com/media/EBeAYOgWkAArP0k.jpg,Other animals,Agricultural/rural,biodiversity loss,,
1477,https://pbs.twimg.com/media/EBde3nHXsAEYgyJ.jpg,Other animals,Other nature,covid & general health,,
1478,https://pbs.twimg.com/media/EBddM3nWsAATxed.jpg,Fish,"Ocean, coastal",other consequences,Sustainable energy,
1480,https://pbs.twimg.com/media/EBdR4W5W4AISGV4.jpg,Other animals,Agricultural/rural,wildfires,,
1481,https://pbs.twimg.com/media/EBdOIs4XkAAr-AJ.jpg,Fish,Residential/commercial,other consequences,,
1482,https://pbs.twimg.com/media/EBdMWhgUcAA0a90.jpg,Other animals,Other nature,drought,,
1483,https://pbs.twimg.com/media/EBdF8YUW4AA7tXE.jpg,Fish,,covid & general health,Sustainable energy,
1484,https://pbs.twimg.com/media/EBdEzNdW4AA_qVn.jpg,Fish,,covid & general health,Sustainable energy,
1485,https://pbs.twimg.com/media/EBdD4syWwAAql0p.jpg,Fish,,covid & general health,Sustainable energy,
1492,https://pbs.twimg.com/media/EBc3_ATWkAEhFZG.jpg,Fish,,covid & general health,Sustainable energy,
1497,https://pbs.twimg.com/media/EBcXl6iXYAATTkd.jpg,Other animals,Agricultural/rural,other consequences,,
1509,https://pbs.twimg.com/media/EBi1uzAXsAA44gG.jpg,Fish,,other consequences,,
1517,https://pbs.twimg.com/media/EBhpqgGXkAAPu2d.jpg,Fish,Other nature,drought,,
1519,https://pbs.twimg.com/media/EBhkKnFXsAAqE8S.jpg,Fish,,covid & general health,,
1520,https://pbs.twimg.com/media/EBheQzaUcAAHjFA.jpg,Other animals,,floods,,
1527,https://pbs.twimg.com/media/EBgbys6WkAEW5aq.jpg,Other animals,Other nature,biodiversity loss,,
1534,https://pbs.twimg.com/media/EBouuesW4AM8Uw0.jpg,Fish,,drought,,
1538,https://pbs.twimg.com/media/EBncGU7XsAAf1EO.jpg,Fish,"Forest, jungle",drought,,
1557,https://pbs.twimg.com/media/EBsyDEiXoAAOEdN.jpg,Fish,,covid & general health,Sustainable energy,
1558,https://pbs.twimg.com/media/EBsuJ_8X4AAJ83_.jpg,Fish,,covid & general health,Sustainable energy,
1560,https://pbs.twimg.com/media/EBsfbK4XsAEUWaE.jpg,Other animals,Other nature,covid & general health,,
1561,https://pbs.twimg.com/media/EBsUQG5X4Ac9yxy.jpg,Other animals,Other nature,covid & general health,,
1562,https://pbs.twimg.com/media/EBsT6AlXsAEEf_6.jpg,Other animals,Other nature,covid & general health,,
1563,https://pbs.twimg.com/media/EBsTOOvXoAEXn4a.jpg,Other animals,Agricultural/rural,covid & general health,,
1564,https://pbs.twimg.com/media/EBsP-NSWsAEiqwL.jpg,Fish,,melting ice,,
1572,https://pbs.twimg.com/media/EBzX3FKWsAA4hJN.jpg,Other animals,"Ocean, coastal",biodiversity loss,,
1580,https://pbs.twimg.com/media/EBx6pUUX4AEZnnQ.jpg,Other animals,Other nature,other consequences,,
1599,https://pbs.twimg.com/media/EBvwIInXkAA0fPf.jpg,Other animals,Other nature,biodiversity loss,Sustainable energy,
1604,https://pbs.twimg.com/media/EB4MVKWWsAE9Nx1.jpg,Other animals,,other consequences,,
1609,https://pbs.twimg.com/media/EB3jOzIW4AoaON3.jpg,Other animals,,covid & general health,,
1610,https://pbs.twimg.com/media/EB3avksXsAAl99g.jpg,Fish,,covid & general health,Sustainable energy,
1615,https://pbs.twimg.com/media/EB22We8XkAYgbRK.jpg,Fish,,covid & general health,Sustainable energy,
1616,https://pbs.twimg.com/media/EB20hOEWwAEcvXM.jpg,Fish,,covid & general health,Sustainable energy,
1620,https://pbs.twimg.com/media/EB2piJ8XsAI6sDC.jpg,Fish,,covid & general health,Sustainable energy,
1621,https://pbs.twimg.com/media/EB2n71aXUAQ7xau.jpg,Fish,,covid & general health,Sustainable energy,
1641,https://pbs.twimg.com/media/EB96z05XUAAV7x4.jpg,Other animals,,other consequences,,
1650,https://pbs.twimg.com/media/EB8DDl7W4AYqCDL.jpg,Fish,,other consequences,,
1653,https://pbs.twimg.com/media/EB7wmshWwAAQvSA.jpg,Fish,,covid & general health,Sustainable energy,
1654,https://pbs.twimg.com/media/EB7wb1_XoAETt9o.jpg,Fish,"Ocean, coastal",other consequences,Politics,
1656,https://pbs.twimg.com/media/EB7qcckXsAIvWps.jpg,Other animals,"Ocean, coastal",other consequences,,
1659,https://pbs.twimg.com/media/EB7cT7oU0AIWyi2.jpg,Amphibian or Reptile,,rising temperature,,
1661,https://pbs.twimg.com/media/EB7F-R0XYAAY8qT.jpg,Other animals,Residential/commercial,other consequences,Politics,
1663,https://pbs.twimg.com/media/EB6g66cW4AIwJpv.jpg,Fish,,melting ice,,
1668,https://pbs.twimg.com/media/EB5t9z_W4AEhEDJ.jpg,Other animals,Desert,melting ice,,
1678,https://pbs.twimg.com/media/ECBQZuIXYAE-IRV.jpg,Insects,,biodiversity loss,,
1680,https://pbs.twimg.com/media/ECBKNMEXsAETYaX.jpg,Fish,Other nature,drought,,
1699,https://pbs.twimg.com/media/ECFFNT2WwAAjrZi.jpg,Birds,Other nature,biodiversity loss,,
1704,https://pbs.twimg.com/media/ECGsQ3kXoAEiNGl.jpg,Other animals,,biodiversity loss,Sustainable energy,
1711,https://pbs.twimg.com/media/ECFxLCZXUAEMX98.jpg,Other animals,,other consequences,,
1715,https://pbs.twimg.com/media/ECFPe7GWsAAg1oc.jpg,Fish,,biodiversity loss,,
1727,https://pbs.twimg.com/media/ECK5hD2XkAAL4UQ.jpg,Fish,Desert,covid & general health,Sustainable energy,
1752,https://pbs.twimg.com/media/ECN_HofWkAAVBpm.jpg,Fish,Other nature,other consequences,,
1765,https://pbs.twimg.com/media/ECW6sAhWsAEW2ZH.jpg,Fish,,drought,,
1766,https://pbs.twimg.com/media/ECWg0cuWkAAwJ1C.jpg,Fish,"Ocean, coastal",other consequences,,
1774,https://pbs.twimg.com/media/ECVv0uHX4AU9VhP.jpg,Fish,,biodiversity loss,,
1775,https://pbs.twimg.com/media/ECVqnRwWsAIB2Lo.jpg,Other animals,,covid & general health,,
1782,https://pbs.twimg.com/media/ECUlNIUWsAA6yNA.jpg,Fish,,covid & general health,,
1783,https://pbs.twimg.com/media/ECTphiXVAAAM1Pf.jpg,Fish,Other nature,drought,,
1788,https://pbs.twimg.com/media/ECb5FERX4AIRwnX.jpg,Fish,,biodiversity loss,,
1799,https://pbs.twimg.com/media/ECapaWQUYAAOo37.png,Other animals,,other consequences,,
1801,https://pbs.twimg.com/media/ECaWZZQWsAAFM-a.jpg,Fish,Desert,covid & general health,,
1827,https://pbs.twimg.com/media/ECfgRD0XoAEq_n9.jpg,Fish,,floods,,
1838,https://pbs.twimg.com/media/ECd3Jf-UIAAQskO.jpg,Fish,,drought,,
1841,https://pbs.twimg.com/media/ECdF3B-WsAIgtFv.jpg,Other animals,Residential/commercial,covid & general health,Politics,Photo
1843,https://pbs.twimg.com/media/ECm03EGXoAE6vLx.jpg,Fish,,other consequences,Sustainable energy,
1848,https://pbs.twimg.com/media/ECmNCZ4XYAAFiw2.jpg,Other animals,,other consequences,,
1860,https://pbs.twimg.com/media/ECj3G_qXsAAFP9k.jpg,Other animals,,biodiversity loss,,
1861,https://pbs.twimg.com/media/ECjzsF0XoAAPBfZ.jpg,Pets,,wildfires,,
1877,https://pbs.twimg.com/media/ECpSxKNVUAMu-A1.jpg,Other animals,,covid & general health,Politics,
1879,https://pbs.twimg.com/media/ECpI4QvVUAEmWlS.jpg,Fish,Agricultural/rural,covid & general health,Sustainable energy,
