id,url,label_animals,label_setting,label_consequences,label_climateaction,label_type
85,https://pbs.twimg.com/media/EDtSLYxX4AEq9zk.jpg,Other animals,Agricultural/rural,n/a,n/a,n/a
86,https://pbs.twimg.com/media/EDuQEXWXkAELicz.jpg,Other animals,Agricultural/rural,n/a,n/a,n/a
87,https://pbs.twimg.com/media/EDuIrnLXoAEDYZP.jpg,Amphibian or Reptile,n/a,n/a,n/a,n/a
88,https://pbs.twimg.com/media/EDt0jKsXoAAz2OA.jpg,Fish,Residential/commercial,n/a,Politics,n/a
89,https://pbs.twimg.com/media/EDtR8ubXoAADkMy.jpg,Other animals,Agricultural/rural,n/a,n/a,n/a
90,https://pbs.twimg.com/media/EDtxPJuWsAktSvj.jpg,Fish,n/a,n/a,Sustainable energy,n/a
91,https://pbs.twimg.com/media/EDttxIvX4AAvTPk.jpg,Other animals,Other nature,n/a,n/a,n/a
92,https://pbs.twimg.com/media/EDtpiaiU4AAK0Ix.jpg,Fish,n/a,n/a,n/a,n/a
93,https://pbs.twimg.com/media/EDs6YotX4AAKQYx.jpg,Other animals,"Forest, jungle",Biodiversity loss,n/a,n/a
94,https://pbs.twimg.com/media/EDthy1yWsAQnk_y.jpg,Fish,n/a,n/a,Fossil energy,n/a
95,https://pbs.twimg.com/media/EDtR1E6W4AIG2t7.jpg,Other animals,Agricultural/rural,n/a,n/a,n/a
96,https://pbs.twimg.com/media/EDtNCyeXYAAssHn.jpg,Fish,n/a,Biodiversity loss,n/a,n/a
97,https://pbs.twimg.com/media/EDtKNHHX4AAaibs.jpg,Fish,"Ocean, coastal",n/a,n/a,n/a
98,https://pbs.twimg.com/media/EDtBbQ4X4AEK0rQ.jpg,Fish,Residential/commercial,n/a,n/a,n/a
99,https://pbs.twimg.com/media/EDs9v_vXsAEtwHH.jpg,Other animals,n/a,n/a,n/a,n/a
100,https://pbs.twimg.com/media/EDs7d8PW4AAq5Lx.png,Fish,n/a,n/a,n/a,n/a
101,https://pbs.twimg.com/media/EDs3BfjWsAMRpnf.jpg,Other animals,Other nature,n/a,n/a,n/a
102,https://pbs.twimg.com/media/EDsqFpBXUAIi5QI.jpg,Fish,Outer space,n/a,n/a,n/a
103,https://pbs.twimg.com/media/EDspHJeXUAEflvj.jpg,Other animals,n/a,n/a,n/a,n/a
104,https://pbs.twimg.com/media/EDo7Ye4WkAEvx1g.jpg,Other animals,Agricultural/rural,n/a,n/a,n/a
105,https://pbs.twimg.com/media/EDsjenWX4AUkHJS.jpg,Other animals,Industrial,n/a,n/a,n/a
106,https://pbs.twimg.com/media/EDsSNcZXsAApJuc.jpg,Fish,Agricultural/rural,n/a,n/a,n/a
107,https://pbs.twimg.com/media/EDsQspPXUAAUgKv.jpg,Other animals,n/a,Covid & general health,n/a,n/a
108,https://pbs.twimg.com/media/EDz4TB0XUAEyDP-.jpg,Other animals,Agricultural/rural,n/a,n/a,n/a
109,https://pbs.twimg.com/media/EDzPxp3XsAcHnqA.jpg,Other animals,Other nature,n/a,n/a,n/a
110,https://pbs.twimg.com/media/EDzB_QbXYAIMAz3.jpg,Fish,n/a,n/a,n/a,n/a
111,https://pbs.twimg.com/media/EDyi8VIWsAIWiyU.jpg,Other animals,Desert,Covid & general health,n/a,n/a
112,https://pbs.twimg.com/media/EDy3io6XsAASVdX.jpg,Fish,n/a,Biodiversity loss,n/a,n/a
113,https://pbs.twimg.com/media/EDyZwv8WkAA28wT.jpg,Amphibian or Reptile,n/a,n/a,n/a,n/a
114,https://pbs.twimg.com/media/EDyV9VFWsAEqmbN.jpg,Fish,n/a,n/a,n/a,n/a
115,https://pbs.twimg.com/media/EDyVUcXXsAA7lwk.jpg,Fish,Residential/commercial,Other consequences,Politics,n/a
116,https://pbs.twimg.com/media/EDyTRz6X4AYHNJ3.jpg,Fish,n/a,Other consequences,n/a,n/a
117,https://pbs.twimg.com/media/EDx8pKsXYAEhMdb.jpg,Fish,n/a,Drought,n/a,n/a
118,https://pbs.twimg.com/media/EDXSRlhUcAAsSNa.jpg,Pets,n/a,n/a,n/a,n/a
119,https://pbs.twimg.com/media/EDxRDs5VAAcf6ym.jpg,Other animals,Agricultural/rural,n/a,Sustainable energy,n/a
120,https://pbs.twimg.com/media/EDwzZUdUwAEnAYG.jpg,Fish,n/a,n/a,n/a,n/a
121,https://pbs.twimg.com/media/EDwjrM6U8AAsqNy.jpg,Fish,"Ocean, coastal",n/a,n/a,n/a
122,https://pbs.twimg.com/media/ED5aUp8UwAAZQ7f.jpg,Fish,n/a,n/a,n/a,n/a
123,https://pbs.twimg.com/media/ED5ApTjXsAAWeE7.jpg,Other animals,n/a,n/a,n/a,n/a
124,https://pbs.twimg.com/media/EDo7HZqX4AALwVN.jpg,Other animals,Agricultural/rural,n/a,n/a,n/a
125,https://pbs.twimg.com/media/ED4Hg--XkAUAEf-.jpg,Other animals,n/a,n/a,n/a,n/a
126,https://pbs.twimg.com/media/ED32Ms8XkAAZJW_.jpg,Other animals,n/a,n/a,n/a,n/a
127,https://pbs.twimg.com/media/ED3IlnkXkAAKNCv.jpg,Other animals,n/a,n/a,n/a,n/a
128,https://pbs.twimg.com/media/ED3DBMfXoAY0Mk8.jpg,Fish,n/a,n/a,Fossil energy,n/a
129,https://pbs.twimg.com/media/ED25TYjWwAQ32TP.jpg,Fish,n/a,n/a,n/a,n/a
130,https://pbs.twimg.com/media/ED21WOUXoAAIapb.jpg,Other animals,n/a,n/a,n/a,n/a
131,https://pbs.twimg.com/media/B9DyT1QCUAAWfWY.jpg,Fish,"Arctic, Antarctic",n/a,n/a,n/a
132,https://pbs.twimg.com/media/ED2Pm4rUwAASptQ.jpg,Other animals,n/a,n/a,n/a,n/a
133,https://pbs.twimg.com/media/ED2FelmX4AA_wXG.jpg,Polar bear,n/a,n/a,n/a,n/a
134,https://pbs.twimg.com/media/ED2DzJOX4AABDnp.jpg,Other animals,"Arctic, Antarctic",n/a,n/a,n/a
135,https://pbs.twimg.com/media/ED02j6OXUAAtEc3.jpg,Fish,n/a,n/a,n/a,n/a
136,https://pbs.twimg.com/media/ED1XUMWU0AA8T_j.jpg,Other animals,n/a,n/a,n/a,Meme
137,https://pbs.twimg.com/media/ED-SJnuWkAIxi51.jpg,Fish,n/a,n/a,n/a,n/a
138,https://pbs.twimg.com/media/ED9v-XuWsAAZYkr.jpg,Fish,"Ocean, coastal",n/a,n/a,n/a
139,https://pbs.twimg.com/media/EDo7PrkW4AA3X2r.jpg,Other animals,Agricultural/rural,n/a,n/a,n/a
140,https://pbs.twimg.com/media/ED9RKDNW4AEMO8m.jpg,Other animals,n/a,n/a,n/a,n/a
141,https://pbs.twimg.com/media/ED9DoexWsAAivTG.jpg,Fish,"Arctic, Antarctic",n/a,n/a,n/a
142,https://pbs.twimg.com/media/ED9DX4eXoAE9WU5.jpg,Other animals,n/a,n/a,n/a,n/a
143,https://pbs.twimg.com/media/ED8htnbXoAEqoPt.jpg,Fish,Desert,n/a,n/a,n/a
144,https://pbs.twimg.com/media/ED7-7-AXkAAHZ6q.jpg,Other animals,n/a,n/a,n/a,n/a
145,https://pbs.twimg.com/media/ED7vCtzWkAAjFwq.jpg,Other animals,n/a,n/a,n/a,n/a
146,https://pbs.twimg.com/media/ED7uHicUwAAWkx-.jpg,Other animals,n/a,n/a,n/a,Photo
147,https://pbs.twimg.com/media/ED7WcYiWwAAIRbG.jpg,Fish,n/a,n/a,n/a,n/a
148,https://pbs.twimg.com/media/ED7WaVJWkAA2zKD.jpg,Fish,n/a,n/a,n/a,n/a
149,https://pbs.twimg.com/media/ED6U92AWsAArhmm.jpg,Fish,n/a,Drought,n/a,n/a
150,https://pbs.twimg.com/media/ED57qstU0AE7XQB.png,Other animals,n/a,n/a,n/a,n/a
151,https://pbs.twimg.com/media/EEDW8p2XsAEtOOT.jpg,Fish,Other nature,n/a,Fossil energy,n/a
152,https://pbs.twimg.com/media/EEC50rmX4AAFjX_.jpg,Other animals,n/a,n/a,n/a,n/a
153,https://pbs.twimg.com/media/EECozgGXsAIR-_P.jpg,Amphibian or Reptile,n/a,n/a,n/a,n/a
154,https://pbs.twimg.com/media/EECXD7eUYAEW_X0.jpg,Polar bear,n/a,n/a,n/a,n/a
155,https://pbs.twimg.com/media/EECRZyIUYAoKusP.jpg,Polar bear,n/a,n/a,n/a,n/a
156,https://pbs.twimg.com/media/EECQ2p0XYAIo-Qh.jpg,Other animals,n/a,n/a,Sustainable energy,n/a
157,https://pbs.twimg.com/media/EECLF_LUcAAdKN1.jpg,Fish,n/a,n/a,n/a,n/a
158,https://pbs.twimg.com/media/EEB_h4yXYAAxtWa.jpg,Other animals,n/a,n/a,n/a,n/a
159,https://pbs.twimg.com/media/EEBuwYJWsAAf3aw.jpg,Other animals,n/a,n/a,n/a,n/a
160,https://pbs.twimg.com/media/EEBn15vX4AMsTPh.jpg,Fish,n/a,n/a,Fossil energy,n/a
161,https://pbs.twimg.com/media/EEBejotUYAEAanf.png,Other animals,n/a,n/a,n/a,n/a
162,https://pbs.twimg.com/media/EEBWnJsXUAESyw2.jpg,Fish,n/a,n/a,Fossil energy,n/a
163,https://pbs.twimg.com/media/EEBQ_lQWsAE5kjL.jpg,Other animals,Agricultural/rural,Drought,n/a,n/a
164,https://pbs.twimg.com/media/EEA4RhJXsAAYWHE.jpg,Fish,n/a,n/a,n/a,n/a
165,https://pbs.twimg.com/media/EEA02y6XoAAEytn.jpg,Fish,n/a,n/a,Sustainable energy,n/a
166,https://pbs.twimg.com/media/EEAtxS4W4AAj13X.jpg,Other animals,Agricultural/rural,n/a,n/a,n/a
167,https://pbs.twimg.com/media/EEAlVXRWsAAEvVK.jpg,Fish,n/a,n/a,Sustainable energy,n/a
168,https://pbs.twimg.com/media/EEAANQ5XkAAfplP.jpg,Other animals,n/a,n/a,n/a,n/a
169,https://pbs.twimg.com/media/ED-nQRMU8AARJA4.jpg,Fish,n/a,n/a,n/a,n/a
170,https://pbs.twimg.com/media/ED_Li_jUcAAaVMN.jpg,Other animals,Other nature,n/a,n/a,n/a
171,https://pbs.twimg.com/media/ED-_lO1WsAUZcIA.jpg,Other animals,Residential/commercial,n/a,Sustainable energy,n/a
172,https://pbs.twimg.com/media/ED-39KGU0AAMEkj.jpg,Other animals,n/a,n/a,n/a,n/a
173,https://pbs.twimg.com/media/EEIpJr_XYAIuptF.jpg,Other animals,n/a,n/a,n/a,n/a
174,https://pbs.twimg.com/media/EEIXy0-U0AEJN6y.jpg,Other animals,Agricultural/rural,n/a,n/a,n/a
175,https://pbs.twimg.com/media/EEID3lwVUAEtIwX.jpg,Fish,"Ocean, coastal",Other consequences,n/a,n/a
176,https://pbs.twimg.com/media/EEHz-oKVAAA8qGM.jpg,Fish,Outer space,n/a,n/a,n/a
177,https://pbs.twimg.com/media/EEHzUPPU0AAPXz8.jpg,Insects,n/a,n/a,n/a,n/a
178,https://pbs.twimg.com/media/EEHzRM6UUAA6jww.jpg,Fish,n/a,n/a,n/a,n/a
179,https://pbs.twimg.com/media/EEHw8DOU4AAfXF_.jpg,Fish,n/a,n/a,n/a,n/a
180,https://pbs.twimg.com/media/EEHeVn3UUAIgNAl.jpg,Land mammal,n/a,n/a,n/a,n/a
181,https://pbs.twimg.com/media/EEHIbhXUYAIZfPB.jpg,Fish,Other nature,n/a,Fossil energy,n/a
182,https://pbs.twimg.com/media/EEHCqiAU0AA-kWr.jpg,Fish,n/a,n/a,n/a,n/a
183,https://pbs.twimg.com/media/EEHBS6oU4AEzv7r.jpg,Amphibian or Reptile,"Ocean, coastal",n/a,n/a,n/a
184,https://pbs.twimg.com/media/EEGMwLAXsAAFxyK.jpg,Other animals,n/a,n/a,n/a,n/a
185,https://pbs.twimg.com/media/EEGHH0cU4AAB4Xq.jpg,Other animals,n/a,n/a,n/a,n/a
186,https://pbs.twimg.com/media/EEGEYkCX4AIJl0P.jpg,Other animals,n/a,n/a,n/a,n/a
187,https://pbs.twimg.com/media/EEGBLLJXUAInd8B.jpg,Other animals,n/a,n/a,n/a,n/a
188,https://pbs.twimg.com/media/EEF7epqWkAApc9a.jpg,Fish,n/a,n/a,n/a,n/a
189,https://pbs.twimg.com/media/EEFywcrX4AAGB28.jpg,Fish,n/a,n/a,n/a,n/a
190,https://pbs.twimg.com/media/EEFSwYJWkAIU82R.jpg,Fish,n/a,n/a,n/a,n/a
191,https://pbs.twimg.com/media/EEOFTykU4AE3zhY.jpg,Fish,n/a,Human rights,n/a,n/a
192,https://pbs.twimg.com/media/EEOARBkXsAACXa7.jpg,Insects,n/a,n/a,n/a,n/a
193,https://pbs.twimg.com/media/EEN_1zaXYAAgZrP.jpg,Other animals,n/a,n/a,Politics,n/a
194,https://pbs.twimg.com/media/EENirEAXkAIPhjQ.jpg,Fish,Agricultural/rural,n/a,n/a,n/a
195,https://pbs.twimg.com/media/EENYrcGXUAArEpu.jpg,Fish,Other nature,n/a,n/a,n/a
196,https://pbs.twimg.com/media/EEMtI7LWkAEhfdK.jpg,Other animals,Other nature,Biodiversity loss,Politics,n/a
197,https://pbs.twimg.com/media/EEMnOk6XsAATlOA.jpg,Fish,Other nature,n/a,Fossil energy,n/a
198,https://pbs.twimg.com/media/EEMfbVkXsAA7vnV.jpg,Fish,n/a,n/a,Fossil energy,n/a
199,https://pbs.twimg.com/media/EEMGMTiXkAIxmIN.jpg,Fish,n/a,n/a,n/a,n/a
200,https://pbs.twimg.com/media/EEL1HrkXsAAwzNh.jpg,Fish,n/a,n/a,n/a,n/a
201,https://pbs.twimg.com/media/EELwKvdXsAcuDwU.jpg,Fish,n/a,n/a,n/a,n/a
202,https://pbs.twimg.com/media/EELrMIZXYAQ_iK-.jpg,Fish,"Forest, jungle",Drought,n/a,n/a
203,https://pbs.twimg.com/media/EELeiQEW4AAqibg.jpg,Fish,n/a,n/a,n/a,n/a
204,https://pbs.twimg.com/media/EELdztpW4AADvHs.png,Fish,n/a,n/a,Fossil energy,n/a
205,https://pbs.twimg.com/media/EELYab3WkAAbhMY.jpg,Fish,Desert,n/a,Sustainable energy,n/a
206,https://pbs.twimg.com/media/EELYEwTWkAEaiPT.jpg,Other animals,Agricultural/rural,n/a,n/a,n/a
207,https://pbs.twimg.com/media/EELN-YlX4AAgBOH.png,Fish,n/a,n/a,n/a,n/a
208,https://pbs.twimg.com/media/EEK6-ooXUAApaGx.jpg,Other animals,n/a,n/a,n/a,n/a
209,https://pbs.twimg.com/media/EEK5LkkWwAElCWQ.jpg,Farm animals,Agricultural/rural,n/a,n/a,n/a
210,https://pbs.twimg.com/media/EEKfuXdWwAANmoV.jpg,Fish,n/a,n/a,n/a,n/a
211,https://pbs.twimg.com/media/EEKLNAIXUAA02zr.jpg,Other animals,n/a,n/a,n/a,n/a
212,https://pbs.twimg.com/media/EESVsxdXsAUwVhG.jpg,Other animals,"Ocean, coastal",n/a,n/a,n/a
213,https://pbs.twimg.com/media/EESuswUXYAMPhAq.jpg,Fish,n/a,n/a,n/a,n/a
214,https://pbs.twimg.com/media/EESqQXpWkAEVB6X.jpg,Fish,"Ocean, coastal",n/a,n/a,n/a
215,https://pbs.twimg.com/media/EESWGR0WwAIJe1-.jpg,Other animals,Other nature,n/a,Sustainable energy,n/a
216,https://pbs.twimg.com/media/EER9bg-UwAI0Gyq.jpg,Fish,n/a,n/a,Fossil energy,n/a
217,https://pbs.twimg.com/media/EER7uYBWkAAxs6_.jpg,Polar bear,Other nature,n/a,n/a,n/a
218,https://pbs.twimg.com/media/EER4RtRXUAAA70u.jpg,Fish,Indoor space,n/a,n/a,n/a
219,https://pbs.twimg.com/media/EERtO3NW4AAD5bs.jpg,Fish,n/a,n/a,n/a,n/a
220,https://pbs.twimg.com/media/EERqcunWsAEX9hA.jpg,Fish,Other nature,Biodiversity loss,n/a,n/a
221,https://pbs.twimg.com/media/EERlj26X4AYreMw.jpg,Other animals,Other nature,n/a,n/a,n/a
222,https://pbs.twimg.com/media/EERg6k-WkAIl-ok.jpg,Other animals,Other nature,n/a,Sustainable energy,n/a
223,https://pbs.twimg.com/media/EERe-U4XUAASB6f.jpg,Fish,"Forest, jungle",n/a,Sustainable energy,n/a
224,https://pbs.twimg.com/media/EERVlrUWsAE6eb2.jpg,Fish,"Forest, jungle",n/a,Sustainable energy,n/a
225,https://pbs.twimg.com/media/EERBCn9XsAM3wFN.jpg,Fish,"Forest, jungle",Biodiversity loss,n/a,n/a
226,https://pbs.twimg.com/media/EERAxBuWsAAfQni.jpg,Fish,"Forest, jungle",Biodiversity loss,n/a,n/a
227,https://pbs.twimg.com/media/EEQ73uRWkAAuJkb.png,Fish,n/a,n/a,Fossil energy,n/a
228,https://pbs.twimg.com/media/EEQ6axEW4AInhCL.jpg,Other animals,Other nature,Other consequences,n/a,n/a
229,https://pbs.twimg.com/media/EEQurnQWkAM3pHy.jpg,Other animals,n/a,Covid & general health,n/a,n/a
230,https://pbs.twimg.com/media/EEQpwhBXkAAhF0F.jpg,Fish,n/a,n/a,n/a,n/a
231,https://pbs.twimg.com/media/EEQi_vtXYAAHS0P.jpg,Fish,"Forest, jungle",n/a,Sustainable energy,n/a
232,https://pbs.twimg.com/media/EEQi9rvWwAAyTUd.jpg,Fish,Desert,n/a,Sustainable energy,n/a
233,https://pbs.twimg.com/media/EEQIeEnXUAAiTnM.jpg,Other animals,n/a,n/a,n/a,n/a
234,https://pbs.twimg.com/media/EEQHX2bWkAApN1r.png,Fish,n/a,n/a,n/a,n/a
235,https://pbs.twimg.com/media/EEP970sXYAAHJgf.jpg,Polar bear,"Arctic, Antarctic",n/a,n/a,Photo
236,https://pbs.twimg.com/media/EEP9ChhX4AAd7Ba.jpg,Other animals,Agricultural/rural,n/a,n/a,n/a
237,https://pbs.twimg.com/media/EEPcyymVAAAAX8j.jpg,Fish,Desert,n/a,Sustainable energy,Photo
238,https://pbs.twimg.com/media/EEYRyoUWsAAAaZ8.png,Fish,Industrial,n/a,n/a,n/a
